"","sample","matrix","collect_date","lab_sample","sample_type","location","rec_date","anl_batch","prp_batch","extraction_code","extracted_date","analyte","dissolved","cas_number","analyte_flag","analytical_method","resultflag","repdl","units","analytical_cut","initial_wt_vol","final_vol","amount_spiked","percent_recovered","rec_limit_low","rec_limit_high","initial_conc","sample_rpd","rpd_limit_low","rpd_limit_high","rep_sig_digs","allowable_limit","analysis_group","method_order","analyte_order","analyst","loq","lod","detection_limit","lab_name","extracted_date_time","collect_time","rec_time","run_time","run_date","extracted_time","cas_no","dilution_factor","average","sample_condition","note","monitoring_location_name","monitoring_location_id","epa_analysis_id","context_code","result"
"183","LCS_for_HBN_1819376_[MXX/34173","Water",NA,"1610042","LCS","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Cadmium",".","7440-43-9","N","200.8","=",0.25,"ug/L",1,20,50,100,104,85,115,NA,NA,NA,NA,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"DMM",0.5,0.25,0.15,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:15:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",104
"184","LCS_for_HBN_1819376_[MXX/34173","Water",NA,"1610042","LCS","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Chromium",".","7440-47-3","N","200.8","=",2.5,"ug/L",1,20,50,400,104,85,115,NA,NA,NA,NA,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"DMM",5,2.5,2.5,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:15:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",417
"185","LCS_for_HBN_1819376_[MXX/34173","Water",NA,"1610042","LCS","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Copper",".","7440-50-8","N","200.8","=",0.5,"ug/L",1,20,50,1000,107,85,115,NA,NA,NA,NA,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"DMM",1,0.5,0.31,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:15:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1070
"186","LCS_for_HBN_1819376_[MXX/34173","Water",NA,"1610042","LCS","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Lead",".","7439-92-1","N","200.8","=",0.1,"ug/L",1,20,50,1000,105,85,115,NA,NA,NA,NA,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"DMM",0.2,0.1,0.07,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:15:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1050
"187","LCS_for_HBN_1819376_[MXX/34173","Water",NA,"1610042","LCS","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Zinc",".","7440-66-6","N","200.8","=",5,"ug/L",1,20,50,1000,107,85,115,NA,NA,NA,NA,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"DMM",10,5,3.1,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:15:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1070
"188","LCS_for_HBN_1819377_[MXX/34174","Water",NA,"1610047","LCS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Arsenic",".","7440-38-2","N","200.8","=",2.5,"ug/L",1,20,50,1000,106,85,115,NA,NA,NA,NA,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"ACF",5,2.5,1.5,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:02:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1060
"189","LCS_for_HBN_1819377_[MXX/34174","Water",NA,"1610047","LCS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Cadmium",".","7440-43-9","N","200.8","=",0.25,"ug/L",1,20,50,100,104,85,115,NA,NA,NA,NA,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"ACF",0.5,0.25,0.15,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:02:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",104
"190","LCS_for_HBN_1819377_[MXX/34174","Water",NA,"1610047","LCS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Chromium",".","7440-47-3","N","200.8","=",2.5,"ug/L",1,20,50,400,103,85,115,NA,NA,NA,NA,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"ACF",5,2.5,2.5,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:02:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",410
"191","LCS_for_HBN_1819377_[MXX/34174","Water",NA,"1610047","LCS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Copper",".","7440-50-8","N","200.8","=",0.5,"ug/L",1,20,50,1000,110,85,115,NA,NA,NA,NA,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",1,0.5,0.31,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:02:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1100
"192","LCS_for_HBN_1819377_[MXX/34174","Water",NA,"1610047","LCS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Lead",".","7439-92-1","N","200.8","=",0.1,"ug/L",1,20,50,1000,107,85,115,NA,NA,NA,NA,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"ACF",0.2,0.1,0.07,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:02:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1070
"193","LCS_for_HBN_1819377_[MXX/34174","Water",NA,"1610047","LCS","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Zinc",".","7440-66-6","N","200.8","=",5,"ug/L",1,20,50,1000,109,85,115,NA,NA,NA,NA,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",10,5,3.1,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:02:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1090
"194","LCS_for_HBN_1819451_(WFI/2930)","Water",NA,"1610236","LCS","",2021-05-17,"WFI2930","","",NA,"",".","Nitrate","N","SM21 4500NO3-F","=",0.1,"mg/L",2,5,5,2.5,107,70,130,NA,NA,NA,NA,3,"","Waters Department",20,9,"EBH",0.2,0.1,0.05,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,13:44:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",2.67
"195","LCS_for_HBN_1819451_(WFI/2930)","Water",NA,"1610236","LCS","",2021-05-17,"WFI2930","","",NA,"",".","Nitrite","N","SM21 4500NO3-F","=",0.1,"mg/L",2,5,5,2.5,99.7,90,110,NA,NA,NA,NA,3,"","Waters Department",20,10,"EBH",0.2,0.1,0.05,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,13:44:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",2.49
"196","LCS_for_HBN_1819451_(WFI/2930)","Water",NA,"1610236","LCS","",2021-05-17,"WFI2930","","",NA,"Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F","=",0.1,"mg/L",2,5,5,5,103,90,110,NA,NA,NA,NA,3,"","Waters Department",20,11,"EBH",0.2,0.1,0.05,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,13:44:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",5.16
"197","LCS_for_HBN_1819451_(WFI/2930)","Water",NA,"1610242","LCS","",2021-05-17,"WFI2930","","",NA,"",".","Nitrate","N","SM21 4500NO3-F","=",0.1,"mg/L",2,5,5,2.5,105,70,130,NA,NA,NA,NA,3,"","Waters Department",20,9,"EBH",0.2,0.1,0.05,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,12:18:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",2.63
"198","LCS_for_HBN_1819451_(WFI/2930)","Water",NA,"1610242","LCS","",2021-05-17,"WFI2930","","",NA,"",".","Nitrite","N","SM21 4500NO3-F","=",0.1,"mg/L",2,5,5,2.5,99,90,110,NA,NA,NA,NA,3,"","Waters Department",20,10,"EBH",0.2,0.1,0.05,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,12:18:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",2.48
"199","LCS_for_HBN_1819451_(WFI/2930)","Water",NA,"1610242","LCS","",2021-05-17,"WFI2930","","",NA,"Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F","=",0.1,"mg/L",2,5,5,5,102,90,110,NA,NA,NA,NA,3,"","Waters Department",20,11,"EBH",0.2,0.1,0.05,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,12:18:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",5.11
"200","LCS_for_HBN_1819576_[WXX/13700","Water",NA,"1610768","LCS","",2021-05-19,"WDA4979","WXX13700","SM21 4500P-B,E",2021-05-18,"Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E","=",0.02,"mg/L",1,25,25,0.2,96.2,75,125,NA,NA,NA,NA,3,"","Waters Department",20,266,"EWW",0.04,0.02,0.012,"SGS North America, Anchorage, Alaska",2021-05-18 14:53:00,NA,10:01:00,18:33:00,2021-05-18,14:53:00,NA,NA,NA,NA,NA,NA,NA,"4500-P-E","APHA",0.192
"201","LCS_for_HBN_1819576_[WXX/13700","Water",NA,"1610773","LCS","",2021-05-19,"WDA4979","WXX13700","SM21 4500P-B,E",2021-05-18,"Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E","=",0.02,"mg/L",1,25,25,0.2,97.5,75,125,NA,NA,NA,NA,3,"","Waters Department",20,266,"EWW",0.04,0.02,0.012,"SGS North America, Anchorage, Alaska",2021-05-18 14:53:00,NA,10:02:00,19:02:00,2021-05-18,14:53:00,NA,NA,NA,NA,NA,NA,NA,"4500-P-E","APHA",0.195
"202","LCSD_for_HBN_1819576_[WXX/1370","Water",NA,"1610769","LCSD","",2021-05-19,"WDA4979","WXX13700","SM21 4500P-B,E",2021-05-18,"Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E","=",0.02,"mg/L",1,25,25,0.2,95,75,125,NA,"1.3",0,25,3,"","Waters Department",20,266,"EWW",0.04,0.02,0.012,"SGS North America, Anchorage, Alaska",2021-05-18 14:53:00,NA,10:01:00,18:34:00,2021-05-18,14:53:00,NA,NA,NA,NA,NA,NA,NA,"4500-P-E","APHA",0.19
"203","LCSD_for_HBN_1819576_[WXX/1370","Water",NA,"1610774","LCSD","",2021-05-19,"WDA4979","WXX13700","SM21 4500P-B,E",2021-05-18,"Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E","=",0.02,"mg/L",1,25,25,0.2,95.9,75,125,NA,"1.7",0,25,3,"","Waters Department",20,266,"EWW",0.04,0.02,0.012,"SGS North America, Anchorage, Alaska",2021-05-18 14:53:00,NA,10:02:00,19:03:00,2021-05-18,14:53:00,NA,NA,NA,NA,NA,NA,NA,"4500-P-E","APHA",0.192
"204","LLQC_for_HBN_1819376_[MXX/3417","Water",NA,"1610043","LLQC","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Arsenic",".","7440-38-2","N","200.8","J",2.5,"ug/L",1,20,50,5,97.8,NA,NA,NA,NA,NA,NA,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"DMM",5,2.5,1.5,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:18:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",4.89
"205","LLQC_for_HBN_1819376_[MXX/3417","Water",NA,"1610043","LLQC","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Cadmium",".","7440-43-9","N","200.8","=",0.25,"ug/L",1,20,50,0.5,103,NA,NA,NA,NA,NA,NA,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"DMM",0.5,0.25,0.15,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:18:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",0.517
"206","LLQC_for_HBN_1819376_[MXX/3417","Water",NA,"1610043","LLQC","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Chromium",".","7440-47-3","N","200.8","U",2.5,"ug/L",1,20,50,2,0,NA,NA,NA,NA,NA,NA,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"DMM",5,2.5,2.5,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:18:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"207","LLQC_for_HBN_1819376_[MXX/3417","Water",NA,"1610043","LLQC","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Copper",".","7440-50-8","N","200.8","=",0.5,"ug/L",1,20,50,1,102,NA,NA,NA,NA,NA,NA,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"DMM",1,0.5,0.31,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:18:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",1.02
"208","LLQC_for_HBN_1819376_[MXX/3417","Water",NA,"1610043","LLQC","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Lead",".","7439-92-1","N","200.8","=",0.1,"ug/L",1,20,50,0.2,142,NA,NA,NA,NA,NA,NA,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"DMM",0.2,0.1,0.07,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:18:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",0.285
"209","LLQC_for_HBN_1819376_[MXX/3417","Water",NA,"1610043","LLQC","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Zinc",".","7440-66-6","N","200.8","J",5,"ug/L",1,20,50,5,106,NA,NA,NA,NA,NA,NA,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"DMM",10,5,3.1,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:18:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",5.29
"210","LLQC_for_HBN_1819377_[MXX/3417","Water",NA,"1610048","LLQC","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Arsenic",".","7440-38-2","N","200.8","=",2.5,"ug/L",1,20,50,5,101,NA,NA,NA,NA,NA,NA,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"ACF",5,2.5,1.5,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:05:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",5.07
"211","LLQC_for_HBN_1819377_[MXX/3417","Water",NA,"1610048","LLQC","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Cadmium",".","7440-43-9","N","200.8","=",0.25,"ug/L",1,20,50,0.5,103,NA,NA,NA,NA,NA,NA,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"ACF",0.5,0.25,0.15,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:05:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",0.516
"212","LLQC_for_HBN_1819377_[MXX/3417","Water",NA,"1610048","LLQC","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Chromium",".","7440-47-3","N","200.8","U",2.5,"ug/L",1,20,50,2,0,NA,NA,NA,NA,NA,NA,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"ACF",5,2.5,2.5,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:05:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"213","LLQC_for_HBN_1819377_[MXX/3417","Water",NA,"1610048","LLQC","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Copper",".","7440-50-8","N","200.8","J",0.5,"ug/L",1,20,50,1,71.6,NA,NA,NA,NA,NA,NA,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",1,0.5,0.31,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:05:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",0.716
"214","LLQC_for_HBN_1819377_[MXX/3417","Water",NA,"1610048","LLQC","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Lead",".","7439-92-1","N","200.8","=",0.1,"ug/L",1,20,50,0.2,120,NA,NA,NA,NA,NA,NA,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"ACF",0.2,0.1,0.07,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:05:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",0.24
"215","LLQC_for_HBN_1819377_[MXX/3417","Water",NA,"1610048","LLQC","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Zinc",".","7440-66-6","N","200.8","J",5,"ug/L",1,20,50,5,109,NA,NA,NA,NA,NA,NA,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",10,5,3.1,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,11:05:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",5.44
"216","LLQC_for_HBN_1819451_[WFI/2930","Water",NA,"1610215","LLQC","",2021-05-17,"WFI2930","","",NA,"",".","Nitrate","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,0.025,0,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,9,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,08:35:00,09:44:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"217","LLQC_for_HBN_1819451_[WFI/2930","Water",NA,"1610215","LLQC","",2021-05-17,"WFI2930","","",NA,"",".","Nitrite","N","SM21 4500NO3-F","U",0.05,"mg/L",1,5,5,0.025,0,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,10,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,08:35:00,09:44:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"218","LLQC_for_HBN_1819451_[WFI/2930","Water",NA,"1610215","LLQC","",2021-05-17,"WFI2930","","",NA,"Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F","J",0.05,"mg/L",1,5,5,0.05,83.4,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,11,"EBH",0.1,0.05,0.025,"SGS North America, Anchorage, Alaska",NA,NA,08:35:00,09:44:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",0.0417
"219","MB_for_HBN_1819376_[MXX/34173]","Water",NA,"1610041","MB","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Arsenic",".","7440-38-2","N","200.8","U",2.5,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"DMM",5,2.5,1.5,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:12:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"220","MB_for_HBN_1819376_[MXX/34173]","Water",NA,"1610041","MB","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Cadmium",".","7440-43-9","N","200.8","U",0.25,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"DMM",0.5,0.25,0.15,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:12:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"221","MB_for_HBN_1819376_[MXX/34173]","Water",NA,"1610041","MB","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Chromium",".","7440-47-3","N","200.8","U",2.5,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"DMM",5,2.5,2.5,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:12:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"222","MB_for_HBN_1819376_[MXX/34173]","Water",NA,"1610041","MB","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Copper",".","7440-50-8","N","200.8","U",0.5,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"DMM",1,0.5,0.31,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:12:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"223","MB_for_HBN_1819376_[MXX/34173]","Water",NA,"1610041","MB","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Lead",".","7439-92-1","N","200.8","U",0.1,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"DMM",0.2,0.1,0.07,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:12:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"224","MB_for_HBN_1819376_[MXX/34173]","Water",NA,"1610041","MB","",2021-05-14,"MMS11107","MXX34173","E200.2",2021-05-14,"Zinc",".","7440-66-6","N","200.8","U",5,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"DMM",10,5,3.1,"SGS North America, Anchorage, Alaska",2021-05-14 09:40:00,NA,11:53:00,07:12:00,2021-05-21,09:40:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"225","MB_for_HBN_1819377_[MXX/34174]","Water",NA,"1610046","MB","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Arsenic",".","7440-38-2","N","200.8","U",2.5,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"ACF",5,2.5,1.5,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,10:58:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"226","MB_for_HBN_1819377_[MXX/34174]","Water",NA,"1610046","MB","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Cadmium",".","7440-43-9","N","200.8","U",0.25,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"ACF",0.5,0.25,0.15,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,10:58:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"227","MB_for_HBN_1819377_[MXX/34174]","Water",NA,"1610046","MB","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Chromium",".","7440-47-3","N","200.8","U",2.5,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"ACF",5,2.5,2.5,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,10:58:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"228","MB_for_HBN_1819377_[MXX/34174]","Water",NA,"1610046","MB","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Copper",".","7440-50-8","N","200.8","U",0.5,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"ACF",1,0.5,0.31,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,10:58:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"229","MB_for_HBN_1819377_[MXX/34174]","Water",NA,"1610046","MB","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Lead",".","7439-92-1","N","200.8","U",0.1,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"ACF",0.2,0.1,0.07,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,10:58:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"230","MB_for_HBN_1819377_[MXX/34174]","Water",NA,"1610046","MB","",2021-05-14,"MMS11107","MXX34174","E200.2",2021-05-14,"Zinc",".","7440-66-6","N","200.8","U",5,"ug/L",1,20,50,NA,NA,NA,NA,NA,NA,NA,NA,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"ACF",10,5,3.1,"SGS North America, Anchorage, Alaska",2021-05-14 10:30:00,NA,11:55:00,10:58:00,2021-05-21,10:30:00,NA,NA,NA,NA,NA,NA,NA,"200.8","USEPA",NA
"231","MB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610234","MB","",2021-05-17,"WFI2930","","",NA,"",".","Nitrate","N","SM21 4500NO3-F","U",0.1,"mg/L",2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,9,"EBH",0.2,0.1,0.05,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,13:46:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
"232","MB_for_HBN_1819451_(WFI/2930)","Water",NA,"1610234","MB","",2021-05-17,"WFI2930","","",NA,"",".","Nitrite","N","SM21 4500NO3-F","U",0.1,"mg/L",2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,"","Waters Department",20,10,"EBH",0.2,0.1,0.05,"SGS North America, Anchorage, Alaska",NA,NA,09:17:00,13:46:00,2021-05-15,NA,NA,NA,NA,NA,NA,NA,NA,"4500-NO3(F)","APHA",NA
